id,title,average_rating,std_rating
zxSWIdyW3A,Cooperative Hardware-Prompt Learning for Snapshot Compressive Imaging,5.5,0.5
zw2K6LfFI9,"PERIA: Perceive, Reason, Imagine, Act via Holistic Language and Vision Planning for Manipulation",6.25,0.4330127018922193
zv9gYC3xgF,Toward Global Convergence of Gradient EM for Over-Paramterized Gaussian Mixture Models,6.0,0.0
zsXbGJJ7Oo,G2D: From Global to Dense Radiography Representation Learning via Vision-Language Pre-training,5.5,0.5
zn6s6VQYb0,GraphCroc: Cross-Correlation Autoencoder for Graph Structural Reconstruction,5.333333333333333,0.4714045207910317
ziYC4FHRNr,Entrywise error bounds for low-rank approximations of kernel matrices,5.333333333333333,0.4714045207910317
zeYyq0GpXO,Exploring Context Window of Large Language Models via Decomposed Positional Vectors,6.666666666666667,0.4714045207910317
zeNwOAcb4q,Estimating Transition Matrix with Diffusion Models for Instance-Dependent Label Noise,2.6666666666666665,0.4714045207910317
zXfhHJnMB2,Neural Conditional Probability for Uncertainty Quantification,6.75,0.4330127018922193
zTu0QEpvtZ,Towards Understanding the Working Mechanism of Text-to-Image Diffusion Model,6.5,0.5
zLBlin2zvW,Improving Sparse Decomposition of Language Model Activations with Gated Sparse Autoencoders,6.5,0.5
zJremsKVyh,Marginal Causal Flows for Validation and Inference,6.75,0.4330127018922193
zBG7WogAvm,Amortized Bayesian Experimental Design for Decision-Making,6.25,0.4330127018922193
z4FaPUslma,Guiding Neural Collapse: Optimising Towards the Nearest Simplex Equiangular Tight Frame,5.75,0.4330127018922193
z2739hYuR3,Provably Efficient Reinforcement Learning with Multinomial Logit Function Approximation,5.8,0.3999999999999999
yzviAnpvU6,ReLIZO: Sample Reusable Linear Interpolation-based Zeroth-order Optimization,6.333333333333333,0.4714045207910317
ywEQkCmImh,Towards Multi-Domain Learning for Generalizable Video Anomaly Detection,4.75,0.4330127018922193
yppcLFeZgy,MutaPLM: Protein Language Modeling for Mutation Explanation and Engineering,5.666666666666667,0.4714045207910317
ypFgcT147Z,Decoupling Semantic Similarity from Spatial Alignment for Neural Networks.,5.5,0.5
ylceJ2xIw5,Fair Wasserstein Coresets,6.25,0.4330127018922193
yktQNqtepd,Towards Flexible 3D Perception: Object-Centric Occupancy Completion Augments 3D Object Detection,5.75,0.4330127018922193
yiXZZC5qDI,From Trojan Horses to Castle Walls: Unveiling Bilateral Data Poisoning Effects in Diffusion Models,6.0,0.0
ybiUVIxJth,Policy Aggregation,6.333333333333333,0.4714045207910317
yaYJlpidX1,Metalearning to Continually Learn In Context,5.0,0.0
yWq89o19wf,User-Creator Feature Polarization in Recommender Systems with Dual Influence,6.666666666666667,0.4714045207910317
yWSxjlFsmX,Is Mamba Compatible with Trajectory Optimization in Offline Reinforcement Learning?,5.666666666666667,0.4714045207910317
yVzWlFhpRW,Excluding the Irrelevant: Focusing Reinforcement Learning through Continuous Action Masking,5.75,0.4330127018922193
yUqUBGioBG,Class Distribution Shifts in Zero-Shot Learning: Learning Robust Representations,6.5,0.5
yRuJqoWoCs,$SE(3)$ Equivariant Ray Embeddings for Implicit Multi-View Depth Estimation,6.333333333333333,0.4714045207910317
yPPNi7vc7n,Local Curvature Smoothing with Stein's Identity for Efficient Score Matching,6.0,0.0
yMS7ansbr6,Lips Are Lying: Spotting the Temporal Inconsistency between Audio and Visual in Lip-Syncing DeepFakes,5.75,0.4330127018922193
yKvHJJE9le,Safe Time-Varying Optimization based on Gaussian Processes with Spatio-Temporal Kernel,5.333333333333333,0.4714045207910317
yBrxziByeG,Text-DiFuse: An Interactive Multi-Modal Image Fusion Framework based on Text-modulated Diffusion Model,6.5,0.5
yAAQWBMGiT,Sketchy Moment Matching: Toward Fast and Provable Data Selection for Finetuning,5.5,0.5
y9zIRxshzj,Causal Discovery from Event Sequences by Local Cause-Effect Attribution,5.5,0.5
y8Rm4VNRPH,Parallelizing Linear Transformers with the Delta Rule over Sequence Length,7.333333333333333,0.4714045207910317
y6JotynERr,Towards Diverse Device Heterogeneous Federated Learning via Task Arithmetic Knowledge Integration,5.0,0.0
xymhWyiZOp,On the Use of Anchoring for Training Vision Models,7.5,0.5
xvVeSZoVJO,RCDN: Towards Robust Camera-Insensitivity Collaborative Perception via Dynamic Feature-based 3D Neural Modeling,5.2,0.3999999999999999
xvTMc9Ovx3,On-Road Object Importance Estimation: A New Dataset and A Model with Multi-Fold Top-Down Guidance,6.25,0.4330127018922193
xutrKezbPF,CIFD: Controlled Information Flow to Enhance Knowledge Distillation,5.0,0.0
xse8QMGnyM,Toward Approaches to Scalability in 3D Human Pose Estimation,5.25,0.4330127018922193
xqrlhsbcwN,Approximated Orthogonal Projection Unit: Stabilizing Regression Network Training Using Natural Gradient,5.333333333333333,0.4714045207910317
xpRUi8amtC,Scene Graph Generation with Role-Playing Large Language Models,6.0,0.0
xojbzSYIVS,LLM-ESR: Large Language Models Enhancement for Long-tailed Sequential Recommendation,6.666666666666667,0.4714045207910317
xoc4QOvbDs,Evaluate then Cooperate: Shapley-based View Cooperation Enhancement for Multi-view Clustering,6.2,0.3999999999999999
xoCFd1WKpf,Unified Lexical Representation for Interpretable Visual-Language Alignment,5.333333333333333,0.4714045207910317
xjyU6zmZD7,Take A Shortcut Back: Mitigating the Gradient Vanishing for Training Spiking Neural Networks,6.0,0.0
xgiurUq0ss,DDK: Distilling Domain Knowledge for Efficient Large Language Models,5.5,0.5
xeviQPXTMU,FedGMark: Certifiably Robust Watermarking for Federated Graph Learning,5.5,0.5
xcqSOfHt4g,Simplified and Generalized Masked Diffusion for Discrete Data,6.5,0.5
xaqPAkJnAS,Beyond Redundancy: Information-aware Unsupervised Multiplex Graph Structure Learning,6.75,0.4330127018922193
xRQxan3WkM,The Implicit Bias of Adam on Separable Data,6.5,0.5
xO9GHdmK76,Infinite-Dimensional Feature Interaction,6.5,0.5
xNlQjS0dtO,Keeping LLMs Aligned After Fine-tuning: The Crucial Role of Prompt Templates,6.25,0.4330127018922193
xImeJtdUiw,Multi-modal Transfer Learning between Biological Foundation Models,5.666666666666667,0.4714045207910317
xDrKZOZEOc,Fast T2T: Optimization Consistency Speeds Up Diffusion-Based Training-to-Testing Solving for Combinatorial Optimization,5.5,0.5
xCIbVuXwPM,Trading off Consistency and Dimensionality of Convex Surrogates for Multiclass Classification,6.75,0.4330127018922193
x7usmidzxj,On Convergence of Adam for Stochastic Optimization under Relaxed Assumptions,6.333333333333333,0.4714045207910317
x7pjdDod6Z,MeshFormer : High-Quality Mesh Generation with 3D-Guided Reconstruction Model,7.2,0.3999999999999999
x4EoTQW7ka,DropBP: Accelerating Fine-Tuning of Large Language Models by Dropping Backward Propagation,6.0,0.0
wzof7Y66xs,Hierarchical Selective Classification,5.75,0.4330127018922193
ww62xltEfB,A provable control of sensitivity of neural networks through a direct parameterization of the overall bi-Lipschitzness,6.333333333333333,0.4714045207910317
wsqDJHPUHN,On the Ability of Developers' Training Data Preservation of Learnware,6.333333333333333,0.4714045207910317
wsGzvhnoaX,Quantum Algorithms for Non-smooth Non-convex Optimization,6.25,0.4330127018922193
wqs2RMq4CW,Corruption-Robust Linear Bandits: Minimax Optimality and Gap-Dependent Misspecification,5.333333333333333,0.4714045207910317
wpGJ2AX6SZ,Human Expertise in Algorithmic Prediction,7.5,0.5
woENr7FJaI,Automated Multi-level Preference for MLLMs,5.666666666666667,0.4714045207910317
wm9JZq7RCe,An Analysis of Tokenization: Transformers under Markov Data,6.5,0.5
wl44W8xpc7,Learning Infinitesimal Generators of Continuous Symmetries from Data,5.666666666666667,0.4714045207910317
wiK6bwuxjE,MonoMAE: Enhancing Monocular 3D Detection through Depth-Aware Masked Autoencoders,5.75,0.4330127018922193
wiEHZSV15I,Parsimony or Capability? Decomposition Delivers Both in Long-term Time Series Forecasting,6.666666666666667,0.4714045207910317
wgpmDyJgsg,Sparse-view Pose Estimation and Reconstruction via Analysis by Generative Synthesis,6.0,0.0
wbE0QCBWji,Constructing Semantics-Aware Adversarial Examples with a Probabilistic Perspective,6.333333333333333,0.4714045207910317
wWyumwEYV8,A Sober Look at the Robustness of CLIPs to Spurious Features,5.5,0.5
wWguwYhpAY,Neural Experts: Mixture of Experts for Implicit Neural Representations,5.5,0.5
wT6GHk5ShC,Enhancing In-Context Learning Performance with just SVD-Based Weight Pruning: A Theoretical Perspective,5.0,0.0
wSqpNeMVLU,A Theoretical Perspective for Speculative Decoding Algorithm,5.75,0.4330127018922193
